MITI,NANDU,MIGE,TISHI,JIEMI,MIDI,FAYIN,JIESHI,ZAOJU
胜似闲庭信步,1,下楼格,根据谜题字词近义联想、合成,似即若，闲即无事，步解为行，可得若无事行，由于下楼格，解为行若无事,行若无事,xíng ruò wú shì,行：行动，办事；若：好象。指人在紧急关头，态度镇定，毫不慌乱。有时也指对坏人坏事听之任之，满不在乎。,考试不及格，他却～，根本不往心里去。
谈判桌上的交易,4,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,讨价还价,tǎo jià huán jià,讨：索取。买卖东西，卖主要价高，买主给价低，双方要反复争议。也比喻在进行谈判时反复争议，或接受任务时讲条件。,我们的方针是不拒绝谈判，要求对方完全承认八条，不许～。（毛泽东《在中国共产党第七届中央委员会第二次全体会议上的报告》）
招赘,2,粉颈格,根据谜题字词近义以及相关义联想、合成,解为招女婿进家入室，女婿解为新郎，即引朗入室，由于粉颈格，可得引狼入室,引狼入室,yǐn láng rù shì,引：招引。把狼招引到室内。比喻把坏人或敌人引入内部。,再娶者，皆～耳，况将于野合逃窜中求贤妇哉。（清·蒲松龄《聊斋志异·黎氏》）
林冲误闯白虎堂,3,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,上当受骗,shàng dàng shòu piàn,因信假为真而被欺骗、吃亏,刘心武《钟鼓楼》第五章：“他确实感到～了。”
看透了老哈,5,谜语,根据谜题字词近义以及相关义联想、合成,看透了解为知足了，老哈哈即常乐，解得知足常乐,知足常乐,zhī zú cháng lè,知道满足，就总是快乐。形容安于已经得到的利益、地位。,一个快乐主义者首先得有知足的修养，就是古训所谓～。王西彦《古屋》第一部
秀才拿笤帚,4,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,斯文扫地,sī wén sǎo dì,斯文：指文化或文人；扫地：比喻名誉、信用、地位等完全丧失。指文化或文人不受尊重或文人自甘堕落。,完全应当罢课抗议！真是～，～。（杨沫《青春之歌》第二部第四十三章）
共鸣,9,粉底格,根据物理规律以及相关义联想、合成,共振在声学中称共鸣，别意解为双振、振振，共振有种为磁共振，即有磁，由于粉底格，即得振振有词,振振有词,zhèn zhèn yǒu cí,理直气壮的样子。形容自以为理由很充分，说个不休。,他～的说：“不是我的错！”
千里坐骑看木兰,7,谜语·灯谜,根据人物名字以及字词近义联想、合成,千里坐骑可解为千里马，看即观看，木兰即花木兰，可解为走马观花,走马观花,zǒu mǎ guān huā,走马：骑着马跑。骑在奔跑的马上看花。原形容事情如意，心境愉快。后多指大略地观察一下。,马上就进考场了，他只得～地翻了一遍课本。
砾,5,灯谜,根据字的拆分以及结构联想、合成,砾字拆为石、乐，铄字可拆为金、乐，铄石流金为砾字,铄石流金,shuò shí liú jīn,铄、流：熔化。石头被熔化，金属变成了水。形容天气很热。,明 宋濂《故丽水叶府君墓铭》：“虽经～之候，未尝离冠衣而处。”
卖米的不带升,2,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,居心不良,jū xīn bù liáng,指内心存在着恶意或阴谋，动机不纯。,他这人～，你要提防。
乞丐街讨,1,谜语,根据谜题意思联想,日转千街正是此意,日转千街,rì zhuǎn qiān jiē,指乞丐沿街行乞。,元·张国宾《合汗衫》第三折：“哎！婆婆也，咱去来波，可则索与他～。”
救护车,3,卷帘格,根据谜题字词近义联想、合成,显示病危的人乘坐的车，即危之人乘，由于卷帘格，可解得乘人之危,乘人之危,chéng rén zhī wēi,乘人家危难的时候去威胁损害。,那种～，大发横财的人，是缺德的人。
眯,3,谜语·灯谜,根据谜题字词近义以及相关义联想、合成,可以解为眯了眼，眼花了，也就是看不清了，乱了，即眼花缭乱,眼花缭乱,yǎn huā liáo luàn,缭乱：纷乱。看着复杂纷繁的东西而感到迷乱。也比喻事物复杂，无法辨清。,匡大被他这一番话说得～，浑身都酥了，一总都依他说。（清·吴敬梓《儒林外史》第二十回）
做梦抓大印,2,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,官迷心窍,guān mí xīn qiào,指人一心想当官到了痴迷的地步,他～，连做梦也想当官
围棋子,5,灯谜,根据所描述事物特点联想、合成,围棋子有黑子白子，可解为黑白分明,黑白分明,hēi bái fēn míng,比喻事非界限很清楚。也形容字迹、画面清楚。,再翻下去是穆少英先生的《墨绿衫的小姐》里，有三幅插画，有些象麦绥莱勒的手笔，～。（鲁迅《花边文学·奇怪（三）》）
给人小恩小惠,8,谜语·灯谜,根据所描述事情的目的以及字词相关义联想、合成,这么做当然是为了收买人心了，于是可解为笼络人心,笼络人心,lǒng luò rén xīn,笼络：笼和络原是羁绊牲口的工具，引伸为用手段拉拢。耍弄手段，拉拢别人。,赵县长一上任便四处奔跑，今天这公司，明天那机关，早晨李处长，晚上刘总裁，以求～，坐稳宝座。
才下眉头，却上心头,4,掉尾格,根据谜题意思以及字词近义联想、合成,才下眉头可以解为排除了忧愁，却上心头意味着依旧难以排解，于是可以解为排忧难解，由于掉尾格，可得排忧解难,排忧解难,pái yōu jiě nán,排除忧愁，解除困难。,关键时刻，他总是能为大家～。
木头人救火,4,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,自身难保,zì shēn nán bǎo,自己保不住自己。,他～，哪里还管得了你。
最佳的配对,2,谜语,根据谜题意思联想,该类型谜题根据答案容易得出,才子佳人,cái zǐ jiā rén,泛指有才貌的男女。,此番招赘进蘧公孙来，门户又相称，才貌又相当，真个是“～，一双两好”。（清·吴敬梓《儒林外史》第十一回）
诗歌绕梁三日,7,谜语·灯谜,根据谜题字词别称以及近义、相关义联想、合成,风泛指诗作，歌即歌声可解为韵，绕梁三日意味着一直存在，没有消失，可得风韵犹存,风韵犹存,fēng yùn yóu cún,形容中年妇女仍然保留着优美的风姿。,她～，让人心动。
腿上的牛皮癣,4,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,顽固不化,wán gù bù huà,化：改变。坚持错误，不肯改悔。,说我～，为游击主义翻案；蔑视中央，搅乱军心等待。（梁信《从奴隶到将军》上集第六章）
蜜饯黄连,4,灯谜,根据所描述事物特点联想、合成,蜜饯解为甜，黄连解为苦，二者一起即同甘共苦,同甘共苦,tóng gān gòng kǔ,甘：甜。共同享受幸福，共同担当艰苦。,夫耕于前，妻耘于后，～，相敬如宾。（明·李昌祺《剪灯余话·鸾鸾传》）
丑年伊始千里会,5,谜语·灯谜,根据谜题字词别称以及近义、相关义联想、合成,丑年伊始即牛年开头，千里联想为千里马，会解为见面，于是解为牛头马面,牛头马面,niú tóu mǎ miàn,迷信传说中的两个鬼卒，一个头象牛，一个头象马。比喻各种丑恶的人。,只是近来常常在梦中，或是在将醒未醒之顷，一阵悚然，从前所怕的～，都积压了来，都聚围了来。（冰心《山中杂记—遥寄小朋友》）
出丑都怪不长眼,4,卷帘格,根据谜题字词别称以及近义联想、合成,丑即牛，都不长眼解为全无目，即牛全无目，由于卷帘格，可解得目无全牛,目无全牛,mù wú quán niú,全牛：整个一头牛。眼中没有完整的牛，只有牛的筋骨结构。比喻技术熟练到了得心应手的境地。,谢觉哉《不惑集·～》：“我们称赞人会办事，常说他‘～’。”
圈内都是不相识,5,辘轳格,根据谜题字词近义以及相关义联想、合成,圈内解为中空、中无，不相识即有生面孔，即中无有生，由于辘轳格，可解得无中生有,无中生有,wú zhōng shēng yǒu,道家认为，天下万物生于有，有生于无。把没有的说成有。比喻毫无事实，凭空捏造。,子息从来天数，原非人力能为。最是～，堪令耳目新奇。（明·凌濛初《初刻拍案惊奇》卷三十八）
赞大家忘我工作,8,虾须格,根据字的拆分、结构以及近义联想、合成,解为说大家都不知道疲倦，说即言，由于虾须格，解为诲人不倦,诲人不倦,huì rén bú juàn,指教导别人而不知疲倦。,出自《论语·述而》：“学而不厌；～；何有于我哉！”
提价也许不容易,4,卷帘格,根据谜题字词近义以及相关义联想、合成,提价即变贵，也许即可能，不容易即难，即得贵可能难，由于卷帘格，可解得难能可贵,难能可贵,nán néng kě guì,难能：极难做到。指不容易做到的事居然能做到，非常可贵。,乃墨子于小故一条已能如此，是亦～矣。（章炳麟《诸子学略说》）
摩天楼上说大书,3,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,高谈阔论,gāo tán kuò lùn,多指不着边际地大发议论。,柴进～，一片言语，娄敏中大喜，就留柴进在相府管待。（明·施耐庵《水浒全传》第一百十六回）
食堂搬家,6,谜语·灯谜,根据所描述事情的结果联想、合成,可以想到是另外找地方做饭了，即另起炉灶,另起炉灶,lìng qǐ lú zào,另外重支炉灶。比喻放弃原来的，另外从头做起。,第二师范解散，要～重新招生，重新招聘教职员。（梁斌《红旗谱》五十）
扬州,3,谜语·灯谜,根据谜题字词别称联想,二分明月指扬州,二分明月,èr fēn míng yuè,古人认为天下明月共三分，扬州独占二分。原用于形容扬州繁华昌盛的景象。今用以比喻当地的月色格外明朗。,十里画图新阆苑，～旧扬州。（清·李斗《扬州画舫录》卷十）
立钻打孔,1,谜语·灯谜,根据所描述景象联想、合成,可以想象打孔的时候钻头转的急快，直直的往下打孔，解为急转直下,急转直下,jí zhuǎn zhí xià,形容形势或文笔等突然转变，并且很快地顺势发展下去。,由于迅速而顺利地取得了辽沈战役的胜利，就使全国战局～，使原来预计的战争进程大为缩短。（叶剑英《伟大的战略决战》）
疾者言疾,4,掉尾格,根据谜题字词近义联想、合成,疾可解为快，者即人，言即语，可得快人语快，由于掉尾格，解为快人快语,快人快语,kuài rén kuài yǔ,直爽的人说直爽的话。,宋大帅真是～！来，干一大杯！（陈白尘、贾霁《宋景诗》二十四）
八仙醉酒,4,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,神魂颠倒,shén hún diān dǎo,神魂：精神，神志。精神恍惚，颠三倒四，失去常态。,他被那些书弄得～。
猪八戒吃猪肉,3,歇后语,根据歇后语,歇后语是一种固定、约定俗成的语言形式，不作详解,忘乎所以,wàng hū suǒ yǐ,指因过分兴奋或得意而忘了应有的举止。,他刚取得一点成绩就～，目中无人了。
见信如见故人,7,灯谜,根据谜题字词别意、近义以及相关义联想、合成,信可以解为文，见故人可以解为会友，即得以文会友,以文会友,yǐ wén huì yǒu,指通过文字来结交朋友。,评比会上，各地的朋友纷纷拿出自己的作品交流，～。
高堂明镜悲白发,2,谜语·灯谜,根据谜题字词近义联想、合成,解为对着镜子看到自己的白发感到可怜，于是可解为顾影自怜,顾影自怜,gù yǐng zì lián,顾：看；怜：怜惜。回头看看自己的影子，怜惜起自己来。形容孤独失意的样子，也指自我欣赏。,科亦～，矜其容色，高其声价，不屑一切。（清·张潮《虞初新志·板桥杂记》）
