TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
虞美人·疏篱曲径田家小,宋代,周邦彦,疏篱曲径田家小。#云树开清晓。#天寒山色有无中。#野外一声钟起、送孤蓬。#添衣策马寻亭堠。#愁抱惟宜酒。#菰蒲睡鸭占陂塘。#纵被行人惊散、又成双。,N/A,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
蝶恋花·早行,宋代,周邦彦,月皎惊乌栖不定，更漏将残，辘轳牵金井。#唤起两眸清炯炯。#泪花落枕红绵冷。#执手霜风吹鬓影。#去意徊徨，别语愁难听。#楼上阑干横斗柄，露寒人远鸡相应。,月光皎洁明亮，乌鸦的叫声不停。更漏已经要没有了，屋外摇动轳辘在井里汲水的声音传进房间。这声音使女子的神情更加忧愁，一双美丽明亮的眼睛流下泪水，她一夜来眼泪一直流个不停，连枕中的红绵湿透了。两人手拉着手来到庭院，任霜风吹着她的头发。离别的双方难舍难分，告别的话儿听得让人落泪断肠。楼上星光正明亮，北斗星横在夜空。天色渐明，远处传来鸡叫，仿佛催人分别。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
玉楼春·桃溪不作从容住,宋代,周邦彦,桃溪不作从容住，秋藕绝来无续处。#当时相候赤阑桥，今日独寻黄叶路。#烟中列岫青无数，雁背夕阳红欲暮。#人如风后入江云，情似雨馀粘地絮。,桃溪奔流不肯从容留住，秋天的莲藕一断就没有连接之处。回想当时互相等候在赤阑桥，今天独自一人徘徊在黄叶盖地的荒路。烟雾笼罩着排列耸立的山岫，青苍点点无法指数，归雁背着夕阳，红霞满天，时正欲暮。人生好象随风飘入江天的白云，离别的情绪好比雨后粘满地面的花絮。,周邦彦（1056年－1121年），中国北宋末期著名的词人，字美成，号清真居士，汉族，钱塘（今浙江杭州）人。历官太学正、庐州教授、知溧水县等。徽宗时为徽猷阁待制，提举大晟府。精通音律，曾创作不少新词调。作品多写闺情、羁旅，也有咏物之作。格律谨严。语言典丽精雅。长调尤善铺叙。为后来格律派词人所宗。旧时词论称他为“词家之冠”。有《清真集》传世。
江神子·杏花村馆酒旗风,宋代,谢逸,杏花村馆酒旗风。#水溶溶。#扬残红。#野渡舟横，杨柳绿阴浓。#望断江南山色远，人不见，草连空。#夕阳楼外晚烟笼。#粉香融。#淡眉峰。#记得年时，相见画屏中。#只有关山今夜月，千里外，素光同。,杏花村馆酒旗迎风。江水溶溶，落红轻扬。野渡无人舟自横，两岸杨柳绿荫浓。遥望江南山色远，人影不见。惟有芳草连碧空。楼外夕阳晚烟笼。粉香四溢淡眉峰。记得去年，与你相见画屏中。今夜关山万千重，千里外，素光明月与君共。,谢逸（1068-1113，一说1010-1113）字无逸，号溪堂。宋代临川城南（今属江西省抚州市）人。北宋文学家，江西诗派二十五法嗣之一。与其从弟谢薖并称“临川二谢”。与饶节、汪革、谢薖并称为“江西诗派临川四才子”。曾写过300首咏蝶诗，人称“谢蝴蝶”。生于宋神宗赵顼熙宁元年，幼年丧父，家境贫寒。与汪革、谢薖同学于吕希哲，刻苦磨砺，诗文俱佳。两次应科举，均不第。宋徽宗赵佶政和三年以布衣终老于故土，年四十五。
惜分飞·泪湿阑干花著露,宋代,毛滂,泪湿阑干花著露。#愁到眉峰碧聚。#此恨平分取。#更无言语。#空相觑。#短雨残云无意绪。#寂寞朝朝暮暮。#今夜山深处。#断魂分付。#潮回去。,你脸上泪水纵横，像一枝鲜花沾带着露珠，忧愁在你眉间紧紧缠结，又像是碧山重叠攒聚。这别恨不仅属于你，我们两人平均分取。你我久久地、久久地互相凝望。再说不出一句话语。雨收云散，一切欢乐都成为过去，令人无情无绪。从此朝朝暮暮，我将空守孤寂。今夜，当我投宿在荒山野店，我深情的灵魂会跟随潮汐回到你那里。,毛滂，字泽民，衢州江山人，约生于嘉佑六年（1061），卒于宣和末年。有《东堂集》十卷和《东堂词》一卷传世。
水调歌头·秋色渐将晚,宋代,叶梦得,秋色渐将晚，霜信报黄花。#小窗低户深映，微路绕欹斜。#为问山翁何事，坐看流年轻度，拚却鬓双华。#徙倚望沧海，天净水明霞。#念平昔，空飘荡，遍天涯。#归来三径重扫，松竹本吾家。#却恨悲风时起，冉冉云间新雁，边马怨胡笳。#谁似东山老，谈笑静胡沙。,秋色日渐变浓，金黄的菊花传报霜降的信息。小窗低户深深掩映在菊花丛中，小路盘山而上，曲折倾斜。询问山公到底有什么心事，(原来是不忍心)坐看时光轻易流逝而双鬓花白。在太湖边上徘徊凝望，天空澄澈，湖水映照着明丽的彩霞。追忆往日，漂泊不定，走遍天涯海角，却毫无建树。归来后重新打扫庭院中的小路，松竹才是我的家。却恨悲凉的秋风不时吹起，南归的大雁缓缓地飞行在云间，哀怨的胡笳声和边马的悲鸣声交织在一起。谁能像东晋谢安那样，谈笑间就扑灭了胡人军马扬起的尘沙。,叶梦得(1077～1148)宋代词人。字少蕴。苏州吴县人。绍圣四年(1097)登进士第，历任翰林学士、户部尚书、江东安抚大使等官职。晚年隐居湖州弁山玲珑山石林，故号石林居士，所著诗文多以石林为名，如《石林燕语》、《石林词》、《石林诗话》等。绍兴十八年卒，年七十二。死后追赠检校少保。在北宋末年到南宋前半期的词风变异过程中，叶梦得是起到先导和枢纽作用的重要词人。作为南渡词人中年辈较长的一位，叶梦得开拓了南宋前半期以&quot;气&quot;入词的词坛新路。叶词中的气主要表现在英雄气、狂气、逸气三方面。
点绛唇·新月娟娟,宋代,汪藻,新月娟娟，夜寒江静山衔斗。#起来搔首，梅影横窗瘦。#好个霜天，闲却传杯手。#君知否？#乱鸦啼后，归兴浓于酒。,一弯秀美的新月高高悬挂在夜空中。寒夜里，江流澄静，听不到一点波涛的声音，北斗星斜挂在山头。我辗转难眠，心绪不宁，披衣而起，只见窗纸上映现着疏落的几枝梅影。如此寒冷的霜天，本是众人相聚推杯换盏的时候，可现在，这双手却闲下来了。你知道吗？宦海中的“乱鸦”叫人痛恨，我思归的念头比霜天思酒还要浓厚。,汪藻（1079～1154）北宋末、南宋初文学家。字彦章，号浮溪，又号龙溪，饶州德兴（今属江西）人。汪谷之子。先世籍贯婺源，后移居饶州德兴（今属江西）。早年曾向徐俯、韩驹学诗，入太学，喜读《春秋左氏传》及《西汉书》。崇宁二年（1103）进士，任婺州（今浙江金华）观察推官、宣州（今属安徽）教授、著作佐郎、宣州（今属安徽）通判等职。《全宋词》录其词4首。
蓦山溪·梅,宋代,曹组,洗妆真态，不作铅花御。#竹外一枝斜，想佳人，天寒日暮。#黄昏院落，无处著清香，风细细，雪垂垂，何况江头路。#月边疏影，梦到消魂处。#梅子欲黄时，又须作，廉纤细雨。#孤芳一世，供断有情愁，消瘦损，东阳也，试问花知否？,洗却胭脂铅粉，自有天然态度。一枝疏梅斜出竹外，有如佳人绝代，天寒日暮独倚修竹。黄昏院落，幽芳都无人赏，风细细，雪垂垂。更冷落了江头梅树芬香。月下疏影多么清雅，梦中却禁不住心神惆怅，待到梅子欲黄时节，又该是阴雨连绵令人断肠。梅花一世孤芳自赏，让有情人愁闷悲伤，可知道为了你，我像沈约般瘦损异常？,曹组，北宋词人。生卒年不详。字元宠。颍昌（今河南许昌）人。一说阳翟（今河南禹县）人。曾官睿思殿应制，因占对才敏，深得宋徽宗宠幸，奉诏作《艮岳百咏》诗。约于徽宗末年去世。存词36首。曹组的词以&quot;侧艳&quot;和&quot;滑稽下俚&quot;著称，在北宋末曾传唱一时，浅薄无聊者纷纷仿效。但在南宋初却受到有识者的批评，甚至鄙弃。一些词描写其羁旅生活，感受真切，境界颇为深远，无论手法、情韵，都与柳永词有继承关系。
三台·清明应制,宋代,万俟咏,见梨花初带夜月，海棠半含朝雨。#内苑春、不禁过青门，御沟涨、潜通南浦。#东风静、细柳垂金缕。#望凤阙、非烟非雾。#好时代、朝野多欢，遍九陌、太平箫鼓。#乍莺儿百啭断续，燕子飞来飞去。#近绿水、台榭映秋千，斗草聚、双双游女。#饧香更、酒冷踏青路。#会暗识、夭桃朱户。#向晚骤、宝马雕鞍，醉襟惹、乱花飞絮。#正轻寒轻暖漏永，半阴半晴云暮。#禁火天、已是试新妆，岁华到、三分佳处。#清明看、汉宫传蜡炬。#散翠烟、飞入槐府。#敛兵卫、阊阖门开，住传宣、又还休务。,N/A,万俟咏是北宋末南宋初词人。字雅言，自号词隐、大梁词隐。籍贯与生卒年均不详。哲宗元佑时已以诗赋见称于时。据王灼《碧鸡漫志》卷2记载：“元佑时诗赋老手”。但屡试不第，于是绝意仕进，纵情歌酒。自号“大梁词隐”。徽宗政和初年，召试补官，授大晟府制撰。绍兴五年(1135)补任下州文学。善工音律，能自度新声。词学柳永，存词27首。
好事近·摇首出红尘,宋代,朱敦儒,摇首出红尘，醒醉更无时节。#活计绿蓑青笠，惯披霜冲雪。#晚来风定钓丝闲，上下是新月。#千里水天一色，看孤鸿明灭。,摇首出红尘，醒和醉更无时节。活计绿衣服青帽子，惯披霜冲雪。晚来风定钓丝闲，上下是新月。千里的水天混合成了一种颜色，看孤鸿明灭。,朱敦儒（1081－1159），字希真，洛阳人。历兵部郎中、临安府通判、秘书郎、都官员外郎、两浙东路提点刑狱，致仕，居嘉禾。绍兴二十九年（1159）卒。有词三卷，名《樵歌》。朱敦儒获得“词俊”之名，与“诗俊”陈与义等并称为“洛中八俊”（楼钥《跋朱岩壑鹤赋及送闾丘使君诗》）
相见欢·金陵城上西楼,宋代,朱敦儒,金陵城上西楼，倚清秋。#万里夕阳垂地，大江流。#中原乱，簪缨散，几时收？#试倩悲风吹泪，过扬州。,南京城上西楼，倚楼观看清秋时节的景色。万里的长江在夕阳下流去。公元1127年（宋钦宗靖康二年）金人侵占中原，官僚们散了，什么时候收复国土？试请悲风吹泪过扬州。,朱敦儒（1081－1159），字希真，洛阳人。历兵部郎中、临安府通判、秘书郎、都官员外郎、两浙东路提点刑狱，致仕，居嘉禾。绍兴二十九年（1159）卒。有词三卷，名《樵歌》。朱敦儒获得“词俊”之名，与“诗俊”陈与义等并称为“洛中八俊”（楼钥《跋朱岩壑鹤赋及送闾丘使君诗》）
鹧鸪天·西都作,宋代,朱敦儒,我是清都山水郎，天教分付与疏狂。#曾批给雨支风券，累上留云借月章。#诗万首，酒千觞。#几曾着眼看侯王？#玉楼金阙慵归去，且插梅花醉洛阳。,我是天宫里掌管山水的郎官，天帝赋予我狂放不羁的性格。曾多次批过支配风雨的手令，也多次上奏留住彩云，借走月亮。我自由自在，吟诗万首不为过，喝酒千杯不会醉，王侯将相，哪儿能放在我的眼里？就算是在华丽的天宫里做官，我也懒得去，只想插枝梅花，醉倒在花都洛阳城中。,朱敦儒（1081－1159），字希真，洛阳人。历兵部郎中、临安府通判、秘书郎、都官员外郎、两浙东路提点刑狱，致仕，居嘉禾。绍兴二十九年（1159）卒。有词三卷，名《樵歌》。朱敦儒获得“词俊”之名，与“诗俊”陈与义等并称为“洛中八俊”（楼钥《跋朱岩壑鹤赋及送闾丘使君诗》）
减字木兰花·题雄州驿,宋代,蒋氏女,朝云横度。#辘辘车声如水去。#白草黄沙。#月照孤村三两家。#飞鸿过也。#万结愁肠无昼夜。#渐近燕山。#回首乡关归路难。,"长空中，寒风翻卷朝云滚滚而去。朝行暮宿，千里途程,大地上，金兵驱载妇女迢迢而去。莽莽黄沙，一片白草,月光清冷地照着只有三两户人家的荒村，孤零零地，没有一点活气。大雁南飞，却不能为词人寄书信倍加女主人公失去自由和国家之创痛。这种种愁思，郁结难解，使得愁肠寸断，简直达到日也愁、夜也愁的地步.那在燕山脚下的燕京（即中都，北京市）已经不远了,回头遥望那难舍难忘的故国乡土，可要顺着此路回去就比登天还难了。",蒋氏女，生卒年不详，宜兴（今江苏县名）人，一作浙西人。父兴祖，为阳武（今河南原阳）县令，靖康初，金兵围城，抵抗而死，妻儿亦死难。韦居安谓：“其女为贼掳去，题字于雄州驿中，叙其本末，乃作《减字木兰花》词云......蒋令，浙西人，其女方笄，美颜色，能诗词，乡人皆能称之。”
