TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
佳人,唐代,杜甫,绝代有佳人，幽居在空谷。#自云良家子，零落依草木。#关中昔丧乱，兄弟遭杀戮。#官高何足论，不得收骨肉。#世情恶衰歇，万事随转烛。#夫婿轻薄儿，新人美如玉。#合昏尚知时，鸳鸯不独宿。#但见新人笑，那闻旧人哭。#在山泉水清，出山泉水浊。#侍婢卖珠回，牵萝补茅屋。#摘花不插发，采柏动盈掬。#天寒翠袖薄，日暮倚修竹。,有一个美艳绝代的佳人，隐居在僻静的深山野谷。她说：“我是良家的女子，零落漂泊才与草木依附。想当年长安丧乱的时候，兄弟遭到了残酷的杀戮。官高显赫又有什么用呢，不得收养我这至亲骨肉。世情本来就是厌恶衰落，万事象随风抖动的蜡烛。没想到夫婿是个轻薄儿，又娶了美颜如玉的新妇。合欢花朝舒昏合有时节，鸳鸯鸟雌雄交颈不独宿。朝朝暮暮只与新人调笑，那管我这个旧人悲哭？！”在山的泉水清澈又透明，出山的泉水就要浑浊浊。变卖首饰的侍女刚回来，牵拉萝藤修补着破茅屋。摘来野花不爱插头打扮，采来的柏子满满一大掬。天气寒冷美人衣衫单薄，夕阳下她倚着长长青竹。,杜甫（712－770），字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，汉族，河南府巩县（今河南省巩义市）人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。杜甫与李白合称“李杜”，为了跟另外两位诗人李商隐与杜牧即“小李杜”区别开来，杜甫与李白又合称“大李杜”。他忧国忧民，人格高尚，他的约1400余首诗被保留了下来，诗艺精湛，在中国古典诗歌中备受推崇，影响深远。759-766年间曾居成都，后世有杜甫草堂纪念。
秋登兰山寄张五,唐代,孟浩然,北山白云里，隐者自怡悦。#相望试登高，心随雁飞灭。#愁因薄暮起，兴是清秋发。#时见归村人，沙行渡头歇。#天边树若荠，江畔洲如月。#何当载酒来，共醉重阳节。,面对北山岭上白云起伏霏霏，我这隐者自己能把欢欣品味。我试着登上高山是为了遥望，心情早就随着鸿雁远去高飞。忧愁每每是薄暮引发的情绪，兴致往往是清秋招致的氛围。在山上时时望见回村的人们，走过沙滩坐在渡口憩息歇累。远看天边的树林活象是荠菜，俯视江畔的沙洲好比是弯月。什么时候你能载酒到这里来，重阳佳节咱们开怀畅饮共醉。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
夏日南亭怀辛大,唐代,孟浩然,山光忽西落，池月渐东上。#散发乘夕凉，开轩卧闲敞。#荷风送香气，竹露滴清响。#欲取鸣琴弹，恨无知音赏。#感此怀故人，中宵劳梦想。,夕阳忽然间落下了西山，东边池角明月渐渐东上。披散头发今夕恰好乘凉，开窗闲卧多么清静舒畅。清风徐徐送来荷花幽香，竹叶轻轻滴下露珠清响。心想取来鸣琴轻弹一曲，只恨眼前没有知音欣赏。感此良宵不免怀念故友，只能在夜半里梦想一场。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
宿业师山房期丁大不至,唐代,孟浩然,夕阳度西岭，群壑倏已暝。#松月生夜凉，风泉满清听。#樵人归欲尽，烟鸟栖初定。#之子期宿来，孤琴候萝径。,夕阳越过了西边的山岭，千山万壑忽然昏暗静寂。月照松林更觉夜晚清凉，风声泉声共鸣分外清晰。山中砍柴人差不多走尽，烟霭中鸟儿刚归巢安息。丁大约定今晚来寺住宿，独自抚琴站在山路等你。,孟浩然（689-740），男，汉族，唐代诗人。本名不详（一说名浩），字浩然，襄州襄阳（今湖北襄阳）人，世称“孟襄阳”。浩然，少好节义，喜济人患难，工于诗。年四十游京师，唐玄宗诏咏其诗，至“不才明主弃”之语，玄宗谓：“卿自不求仕，朕未尝弃卿，奈何诬我？”因放还未仕，后隐居鹿门山，著诗二百余首。孟浩然与另一位山水田园诗人王维合称为“王孟”。
寻西山隐者不遇,唐代,丘为,绝顶一茅茨，直上三十里。#扣关无僮仆，窥室唯案几。#若非巾柴车，应是钓秋水。#差池不相见，黾勉空仰止。#草色新雨中，松声晚窗里。#及兹契幽绝，自足荡心耳。#虽无宾主意，颇得清净理。#兴尽方下山，何必待之子。,高高的山顶上有一座茅屋，从山下走上去足有三十里。轻扣柴门竟无童仆回问声，窥看室内只有桌案和茶几。主人不是驾着巾柴车外出，一定是到秋水碧潭去钓鱼。错过了时机不能与他见面，空负了殷勤仰慕一片心意。新雨中草色多么青翠葱绿，晚风将松涛声送进窗户里。这清幽境地很合我的雅兴，足可以把身心和耳目荡涤。我虽然还没有和主人交谈，却已经领悟到清净的道理。玩到兴尽就满意地下山去，何必非要和这位隐者相聚。,丘为，苏州嘉兴人。事继母孝，常有灵芝生堂下。累官太子右庶子。致仕，给俸禄之半以终身。年八十馀，母尚无恙。及居忧，观察使韩滉以致仕官给禄，所以惠养老臣，不可在丧而异，惟罢春秋羊酒。卒年九十六。与刘长卿善，其赴上都也，长卿有诗送之，亦与王维为友。诗十三首。
晨诣超师院读禅经,唐代,柳宗元,汲井漱寒齿，清心拂尘服。#闲持贝叶书，步出东斋读。#真源了无取，妄迹世所逐。#遗言冀可冥，缮性何由熟。#道人庭宇静，苔色连深竹。#日出雾露馀，青松如膏沐。#澹然离言说，悟悦心自足。,汲来清凉井水漱口刷牙，心清了再拂去衣上尘土。悠闲地捧起佛门贝叶经，信步走出东斋吟咏朗读。佛经真谛世人并无领悟，荒诞之事却为人们追逐。佛儒精义原也可望暗合，但修养本性我何以精熟。道人禅院多么幽雅清静，绿色鲜苔连接竹林深处。太阳出来照着晨雾余露，苍翠松树宛若沐后涂脂。清静使我恬淡难以言说，悟出佛理内心畅快满足。,柳宗元（773年－819年），字子厚，唐代河东（今山西运城）人，杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。在中国文化史上，其诗、文成就均极为杰出，可谓一时难分轩轾。
溪居,唐代,柳宗元,久为簪组累，幸此南夷谪。#闲依农圃邻，偶似山林客。#晓耕翻露草，夜榜响溪石。#来往不逢人，长歌楚天碧。,很久来为公务所累，幸好被贬谪到南方少数民族地区。闲静无事，与农人的菜圃为邻，有的时候就像个山林中的隐士。早晨耕田，翻锄带着露水的野草，晚上撑船游玩回来，船触到溪石发出声响。独来独往，碰不到其他的人，眼望楚天一片碧绿，放声高歌。,柳宗元（773年－819年），字子厚，唐代河东（今山西运城）人，杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。在中国文化史上，其诗、文成就均极为杰出，可谓一时难分轩轾。
送杨氏女,唐代,韦应物,永日方戚戚，出行复悠悠。#女子今有行，大江溯轻舟。#尔辈苦无恃，抚念益慈柔。#幼为长所育，两别泣不休。#对此结中肠，义往难复留。#自小阙内训，事姑贻我忧。#赖兹托令门，任恤庶无尤。#贫俭诚所尚，资从岂待周。#孝恭遵妇道，容止顺其猷。#别离在今晨，见尔当何秋。#居闲始自遣，临感忽难收。#归来视幼女，零泪缘缨流。,我整日忧郁而悲悲戚戚，女儿就要出嫁遥远地方。今天她要远行去做新娘，乘坐轻舟沿江逆流而上。你姐妹自幼尝尽失母苦，念此我就加倍慈柔抚养。妹妹从小全靠姐姐养育，今日两人作别泪泣成行。面对此情景我内心郁结，女大当嫁你也难得再留。你自小缺少慈母的教训，侍奉婆婆的事令我担忧。幸好依仗你夫家好门第，信任怜恤不挑剔你过失。安贫乐俭是我一贯崇尚，嫁妆岂能做到周全丰厚。望你孝敬长辈遵守妇道，仪容举止都要符合潮流。今晨我们父女就要离别，再见到你不知什么时候。闲居时忧伤能自我排遣，临别感伤情绪一发难收。回到家中看到孤单小女，悲哀泪水沿着帽带滚流。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
长安遇冯著,唐代,韦应物,客从东方来，衣上灞陵雨。#问客何为来，采山因买斧。#冥冥花正开，飏飏燕新乳。#昨别今已春，鬓丝生几缕。,客人从东方过来，衣服上还带着灞陵的雨。问客人为什么来，客人说为了上山砍伐树木来买斧头。百花正在悄悄地盛开，轻盈的燕子正在哺乳新雏。去年一别如今又是春天，两鬓的头发不知又生出多少。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
夕次盱眙县,唐代,韦应物,落帆逗淮镇，停舫临孤驿。#浩浩风起波，冥冥日沉夕。#人归山郭暗，雁下芦洲白。#独夜忆秦关，听钟未眠客。,卸帆留宿淮水岸边的小镇，小舫停靠着孤零零的旅驿。大风突起江上的波浪浩荡，太阳沉落大地的夜色苍黑。山昏城暗人们都回家安憩，月照芦洲雁群也落下栖息。夜晚孤独我不禁想起长安，听到岸上钟声我怎能入睡？,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
东郊,唐代,韦应物,吏舍跼终年，出郊旷清曙。#杨柳散和风，青山澹吾虑。#依丛适自憩，缘涧还复去。#微雨霭芳原，春鸠鸣何处。#乐幽心屡止，遵事迹犹遽。#终罢斯结庐，慕陶直可庶。,困守官舍，使我终年地烦闷。漫步郊野，曙光荡涤我的胸襟。杨柳依依，在和风里摇曳不定。青山如画，淡泊了我的尘念俗情。斜倚树丛，我休息得多么安宁；沿着山涧，继续信步前行。微雨过后，芬芳的原野更加滋润清新，斑鸠声声，却不知在哪里欢鸣。我向来喜爱幽静，可惜总难以遂心。公务缠绕，生活常感觉迫促不宁。我终将辞谢官职，去营造茅屋一进，追随陶潜的步履，但愿得到那清雅的风情。,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
郡斋雨中与诸文士燕集,唐代,韦应物,兵卫森画戟，宴寝凝清香。#海上风雨至，逍遥池阁凉。#烦疴近消散，嘉宾复满堂。#自惭居处崇，未睹斯民康。#理会是非遣，性达形迹忘。#鲜肥属时禁，蔬果幸见尝。#俯饮一杯酒，仰聆金玉章。#神欢体自轻，意欲凌风翔。#吴中盛文史，群彦今汪洋。#方知大藩地，岂曰财赋强。,官邸门前画戟林立兵卫森严，休息室内凝聚着焚檀的清香。东南近海层层风雨吹进住所，逍遥自在池阁之间阵阵风凉。心里头的烦躁苦闷将要消散，嘉宾贵客重新聚集济济一堂。自己惭愧所处地位太过高贵，未能顾及平民百姓有无安康。如能领悟事理是非自然消释，性情达观世俗礼节就可淡忘。鲜鱼肥肉是夏令禁食的荤腥，蔬菜水果希望大家尽管品尝。大家躬身饮下一杯醇清美酒，抬头聆听各人吟诵金玉诗章。精神愉快身体自然轻松舒畅，心里真想临风飘举奋力翱翔。吴中不愧为文史鼎盛的所在，文人学士简直多如大海汪洋。现在才知道大州大郡的地方，哪里是仅以财物丰阜而称强？,韦应物（737～792），中国唐代诗人。汉族，长安(今陕西西安)人。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
