MITI,NANDU,MIDI,JIESHI
差一点就走了#弯弯一小船儿，文人上边玩,1,这,“差一点”可理解为“乂一丶”，即“文”字。“文”就着“走（辶）”。#“辶”象形小船儿，“文”人在船上。
人生一别如月阴,10,邾,“人生一别”即“人生”去掉“一”，合起来为“朱”字，“月阴”即去掉“月”得“阝”，连起来即“邾”。
入穴行窃,2,切,“切”字进入“穴”里，便是“窃”字。
后面跟来一条狗,5,狠,“跟”字的后面为“艮”，“狗”义扣“犭”。
你缺人手，更要主动一点,7,玺,“你”缺“人手”扣“尔”，“主”动一点扣“玉”，合而得玺。
拆除南边两堵墙,3,幸,“南”字的边边墙被拆之后，剩下“幸”字。
宝玉不见刀刺心,8,宓,“宝”字的“玉”不见了，余“宀”；“刀刺心”象形“必”字。
格格变得太伤感#双方因犬生悲剧#一只狗，两个口，谁遇它谁发愁#一只狗，真少有，头上长了两个口,4,哭,“格格”别解为两个方格，形扣“口口”；“太”字可变得成“犬”字；“伤感”提示“哭”的字义。#“双方”别解为“口口”，“口口”因“犬”生而“哭”。#一只“犬”，两个“口”。#狗意为“犬”。
明朝消亡，何人得失,6,苛,“朝”字的“明”消亡，余下“十十”。“何”字失去“人”，剩下“可”。
上推下扔同罢手,7,隽,上“推”下“扔”是“携”字，“携”罢“手”得出“隽”字。
只要一离开，火就烧起来#六人不足，八人有余#六人相聚出点子,3,灭,只要“灭”字的“一”离开，“火”就烧起来。#“灭”字拆散了重组也构不成“六人”，但构成“八人”还是有余的。#“六人”相聚在一起，除去“点”就是“灭”字。
十分必要留个影#反手上篮,3,笔,人民币“十分”可换算成“一毛”；“个”字与其影子可合成“竹”。#“反手”指“手”字反转过来，成“毛”字；“上篮”指“篮”字的上半部分，即“竹”。
同心改革向前进,1,向,“同”字的中心（一口）改革后变成“日”；“向”字的前头是“丿”。
脱贫之后人变样#孤单一人没气氛,3,份,“贫”字脱去后半部分“贝”，余下“分”；“人”变了样，成“亻”。#“氛”没了“气”即“分”字，“分”字孤单一“人”组成“份”。
送走不再见#人人见了笑#天上倒八字,1,关,“送”字的“走（辶）”不再见之后，剩下“关”字。#“人人”见了“关”字便“笑”了！#“关”字上面是个倒“八”。
骏马跑失人来找,5,俊,“骏”字的“马”跑掉了，与“人”组合，成为“俊”字。
雄心人人有#一个人，两个人，三个人#人旁有人，人相碰#你我他#一对夫妇生一个,2,众,“雄”字的中心是“人”，有了“人人”之后，即为“众”字。#三个“人”组成“众”。#“人”旁有“人”，“人”相碰。#你我他，三个“人”。#“两人”生“一人”。
连日有雨难出摊,6,擂,“连日”即“田”字，“田”有“雨”就是“雷”字；“摊”出去“难”，剩下“扌”。
案中发现另一案#阿里山的姑娘,2,始,“案”字中间为“女”，“案”字义为“台桌”。#“阿里山”位于台湾，“台”湾的“女”子。
未见烟火#里面是大的，外面是方的#无火不生烟,1,因,“烟”字的“火”未见，只见“因”。#“方”别解为“方格、方形”。#“因”有“火”即生出“烟”。
一气之下来劲头,6,氢,将“劲”字的前头，置于一“气”之下，就是“氢”字。
一去就变坏#改变环境#若一不在，立即变坏#一来就不坏,7,坯,“坯”字的“一”去了，就变成“坏”字。#“环”字的境况改变后，可成为“坯”字。#若是“坯”字的“一”不在，立即变“坏”字。#“坏”字“一”来便是“坯”字，好坯子。
三口重叠，莫把品字猜,1,目,这个字可不仅仅有三个“口”哦！
有心幸会,6,悻,“心”扣“忄”，与“幸”会合得“悻”字。
周扒皮#洁净水#早作变更好#一家十一口,3,吉,把“周”字的外围去掉，剩下“吉”。#“净”，别指为“空”，有减损之意。#“早”字可变异成为“吉”字，“吉”字义与“更好”相扣。#“十”“一”“口”可组成的字有“吐”和“吉”。
全省人口向西移,2,程,“全”字省去“人”，留下“王”；“移”字的西半部分为“禾”。
一心要把旧貌改#一旦变心成永远#一旦有心永不变#一旦有心，便能持久,5,恒,“旧貌改”别指将“旧”字样貌改了，改成“亘”字，与一“心”组合，即为“恒”字。#“一旦”合为“亘”，“心”字可变成“忄”；“永远”提示“恒”之义。#“一旦”有“忄”便是“恒”字，“恒”义为“持久”。#子曰：学会自我厌恶，你就有持久之心。（不要问我哪个子曰的）
日复一日，光彩照人#不要三等品#三无产品#三方合作献真心#冥冥之中天意在#一字九横六直，天下书生难识，颜回去问孔子，孔子猜了三日#三天#一个太阳，二个太阳#昨天、今天、明天,5,晶,“日复”，即两个“日”，再添加上一“日”，即可构成“晶”字。“光彩照人”提示“晶”字义的特征。#“晶”字不要“三”，等于“品”。#“晶”字无“三”，就是“品”字。#“三方”别解为“三个方格（品）”，“真”字中心是“三”。#“冥冥”二字中间为“日日”，“天”可意为“日”。#孔子猜“三日”猜对了。#三天即“三日”。#“一个太阳”加上“二个太阳”等于三个太阳（日）。#昨天是一“日”，今天又一“日”，明天还一“日”，没完没了。
行人弓箭各在腰,6,夷,“夷”字可拆解为“一、弓、人”，“一”以形象法扣“箭”。
形状有点变，音同字不同,7,彤,“形”字有一“点”就可变身为“彤”字；“彤”与“同”音相同，字不同。
心到之处显悠然#安心就悠然#左修右改,6,攸,“心”到“攸”字下面，方得“悠”字。#给“攸”字安个“心”，即可成为“悠”字。“然”，作语气助词。#“修”的左边，“改”的右边。
不露头不闻悲声#棺前不会放悲声#不见露头不出来#左边不出头，右边歪歪头#悲声不在楼头放#不出头后不成字,4,杯,谜面中的“不露头”，别解为“不”字出了头，即“木”字，与“不”字组合，可为“杯”字。“杯”与“悲”的发音相同。#“棺”，前半部分是“木”，与“不”相会，可组成“杯”字；“杯”与“悲”的发音相同。#“不见露头”别解为“不”字露出头，成为“木”字，与出来的“不”组合，成为“杯”字。#“不”字出头了，即“木”；“歪歪”的头部是“不”。#“楼”字前头为“木”，把“不”和“木”放在一起便是“杯”字，“杯”与“悲”同音。#“不”字出头是“木”，后面跟着个“不”字便组成“杯”字。
节后一相逢,2,卫,“节”字的后半部分为“卩”，与“一”相逢，成“卫”字。
双人配合防守,6,卸,“卸”字配合“双人（彳）”成为“御”，“御”义为防守。
雾中唯见桥头露,1,条,“雾”字中间是“夂”，“桥”字前头为“木”，合为“条”字。
去电表示祝贺,6,庵,“庵”字去掉“电”，余下“庆”字，“庆”的字义与“祝贺”相扣。
尽是男人#只有独生子#男儿国,7,妩,“妩”可分拆为“无女”。#只有子，“无”“女”。#男儿国都是男人，没（无）“女”子。
这声音来自钱塘江,6,浙,钱塘江，古称“浙”。“这”的读音与“浙”相同。
穷无力#失宠之后锁双眉,5,穴,“穷”字无“力”，余下“穴”。#“宠”字失去后半部分，余下“宀”；“八”字形似紧锁的双眉。
一尺只有八寸长,7,咫,“尺、只”组合为“咫”；“咫”是中国古代长度单位，一咫为“八寸”。
用土塑成,6,朔,“朔”字用上“土”，即成为“塑”。
警告#骇人听闻,6,诡,“诡”字拆解为“言危”，说出危险。#骇人听闻有个同义词叫“危言耸听”。
挨个上，念起来,2,企,“个”字挨着“上”，合为“企”字。“企”与“起”的读音相同。
两人朝前走#一月大,5,肤,“朝”字的前半部分走后，剩下“月”，与“二人”组合成为“肤”字。#“一”+“大”为“夫”。
浴后更衣#西村有衣，东村有谷；组织起来，丰衣足食#左邻有衣无食，右舍有食无衣，两家团结互助，马上足食丰衣,6,裕,“浴”字的后半部分为“谷”；“更衣”别解为将“衣”更换一种形态来展示，即“衤”。#“裕”字西边是“衣”字旁，东边是“谷”字。#“左邻有衣无食”即衣字旁“衤”，“右舍有食无衣”即“谷”，“裕”意为丰富，宽绰。
下雪十分美#妇女节得十分#小心一点别上当,3,寻,“十分”可换算成一“寸”，与“雪”字的下半部分组合，成“寻”字。#“妇”字节省掉“女”，剩下“彐”；长度“十分”可换算成一“寸”。#“小心”指“小”字的中间，即“亅”（竖勾），“亅”加上“一点”便是“寸”字；“别上当”指“当”字别了上半部分，剩下“彐”。
部位改变#十三立方#部位相反,5,陪,“部”字的偏旁部首位置发生了改变，可改为“陪”字。#“阝”形似阿拉伯数字“13”，“方”别解为方格（口）。#“部”字偏旁部首反过来。
好像是午后一点,1,年,“年”字好像“午”字加“一、”。
